标题,链接
中国传媒大学召开学习贯彻习近平新时代中国特色社会主义思想主题教育动员大会,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652601148&idx=1&sn=da21fd7452be9562ab422653c8f78e6a&chksm=8053a0efb72429f965ba63f4937db4bc7c4f8821bd96818c1f0fe967e613da17278cd45ed355#rd
中传发布｜《中国网络视听高质量发展研究报告2022》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652601012&idx=1&sn=ccdc1e366360ae90e61c6d4272e02de9&chksm=8053a167b724287154a34af97c3f221b3effb66342a09e66d6e91a75f95cddc35bd486f4bec4#rd
中传悦读｜《交互叙事与跨媒体叙事：新媒体平台上的沉浸式故事创作》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600905&idx=1&sn=28ecd1da7941e7d0392fd574c381d726&chksm=8053a19ab724288cc7f68a4a1af53cf523edfbeb737e8755b1daef519db883c4e578334f19ce#rd
国家艺术基金传播交流推广项目｜中国传媒大学“以美为媒：中国原创绘本精品巡展”开幕,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600903&idx=1&sn=415bbf934491d05bca9f9cb177d3f80f&chksm=8053a194b72428823e76dbbb53319218b0e7b554910d38a77588dad7625c06be576ff76a040b#rd
行走中国｜在“世界小商品之都”，领略走向世界的“中国制造”,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600874&idx=1&sn=37ec8ad3f13931c117c34141a8cde3b2&chksm=8053a1f9b72428ef59f3312fa6c0cbd1f443931091c0c865a325e4c7790ca3f4d1e8776c73bb#rd
“推进媒体深度融合，共创主流舆论新格局”媒体融合创新发展研讨会在中传召开,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600840&idx=1&sn=b3b19ecfaddb89197d92759ac8be6961&chksm=8053a1dbb72428cd433187247e8526b3bdd132e58ceb8c67a1077e867f52f961ef3e4a2a085a#rd
中传发布2023年 “1+1硕士（预科项目）” 招生简章,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600814&idx=1&sn=bcd8b19d8e6915dbb03a04761e2f809c&chksm=8053a23db7242b2be3ac50a2800cff2740872bdc30746243caea67e21f66091cd2c0182508e4#rd
第二批国家级一流本科课程名单公示！中传22门课程入选,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600644&idx=1&sn=a4a7560e3d9e0612bb3936878e5adff8&chksm=8053a297b7242b81e9f1978fba9ff4e8b96daf74e14fe052f4bff189d13739a32c597c31e442#rd
中传悦读｜《服饰传播概论》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600593&idx=1&sn=fcd86e401ea41c71997315a7a2a3bc5d&chksm=8053a2c2b7242bd4fa956ba6566e9420435e397e228e4d1bb5be5b423325aa73668382db9070#rd
中传×种地吧｜跟随首批“高校种地小队”去田间！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600591&idx=1&sn=0726309b8ac95e81b901703999adbb1c&chksm=8053a2dcb7242bca1051a2c58e2367d75a6ee4498b393d45a188e90deb87c5a6f62ee2e67f57#rd
第十四届大学生声音潮流季颁奖晚会暨闭幕盛典在中国传媒大学圆满落幕,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600346&idx=1&sn=3974bc547dd4589a149bc6600e665e9c&chksm=8053a3c9b7242adf0fbffdab2ab7bd7f482b073851d14f1014505871dc7b3284982b8a0281a9#rd
行走中国｜“大沙窝”变成“幸福村”！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600327&idx=1&sn=21bbf1e4be936875e1ad4fc1799eb231&chksm=8053a3d4b7242ac29edc0f39126ac98d9cffdb5c1aacbd31c02138121c9b70e6f4b4c0a48106#rd
中国传媒大学2023年高校专项计划招生简章,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600326&idx=1&sn=2e5aad3a4c796ac6562f7f6933ab7332&chksm=8053a3d5b7242ac3f3e468140a1adfb1fd88a2a9396238f04ffcf62152e5d0c204b399a016bd#rd
云上献花，缅怀英烈！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600321&idx=1&sn=65e2e357ac23b7314a6558271e272d75&chksm=8053a3d2b7242ac40b9f4afce878b6ede882a642f07f02a7285671e08fad56af71177bc54006#rd
中国传媒大学关于2023年研考复试考核成绩及拟录取结果查询的通知,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600302&idx=1&sn=da53a883828254025951a496d9a127b8&chksm=8053ac3db724252b6c389b3a079ea3feb2781175abb311d91d5f45f42ff058ea90f50022c2a1#rd
中传悦读｜《中国故事的媒体产制：视听节目类型研究》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600276&idx=1&sn=2d1157346e7fe5e4ac58c9d7f92620bc&chksm=8053ac07b72425113c860931ed45743e0540f14f3f61bcc28049c8dc81f34b9e07fcf00e6ce8#rd
中国传媒大学2023年国际学生招生简章,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600257&idx=1&sn=8f01924cfa497f60a0caab953b758142&chksm=8053ac12b72425040bef2b85e3a40142450c41f8aa3083423bde5f3f4ca69fcc02d071e510ef#rd
奋进青春 强国有我｜第十一届中国大学生电视节圆满落幕,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600222&idx=1&sn=28f68544b0355a023ebb048afeca537c&chksm=8053ac4db724255bb143eebb120344b51f5b10ad76f8a68026ffad7322e77539884c25fa5a6d#rd
深化·共进｜中国人民大学—中国传媒大学共同研讨团结协力服务新时代党的教育新闻事业,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652600069&idx=1&sn=f1eeb2675f3afac3f435c4359ce743e1&chksm=8053acd6b72425c04ac6cc7ede0305fa4746006cc3e5ea9c814bc2ffdb2f1cc57d9238d207e7#rd
春日烂漫，汩汩书香满校园,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652599573&idx=1&sn=a1b131c1d0f50a723b81596345dabf08&chksm=8053aec6b72427d0a71472294ba48c1d998340d3102c59c7e6c76fbbb90acd8d10373414cb44#rd
中国传媒大学2023年度第二批教学科研岗公开招聘公告,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652599573&idx=2&sn=061cd46838228af3f3685bef42298f46&chksm=8053aec6b72427d08c57fb535f10ea667f4ccefaa2c2f12127dec0d983f17263cf538e2d462d#rd
中传悦读｜《媒介的变迁：从印刷术到互联网》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652599517&idx=1&sn=1f4e7decbb0537f125ecdd3c88fd33d6&chksm=8053af0eb72426182fec23f668051e73acf0a506ceb00be3c3158d96cd370b0c2d275c1f0047#rd
在中传遇见最美春天,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652599495&idx=1&sn=92d6be103d88c27ec0b89d5eb8d7ebf5&chksm=8053af14b7242602119574d2d2c8c6ae4cd6e6dff26037f806f40c8cf852b889c16cfd11f5a9#rd
融合·共享｜国防大学军事文化学院-中国传媒大学携手开启两校合作新篇章,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652599162&idx=1&sn=3076ec481419e99df31f9603cd475f5a&chksm=8053a8a9b72421bfc8ed04371edc7a94b83dfb626ee25620db9993a08e6e8b437a6321716866#rd
舞台正中 星光点点｜第十九届首都高校“风采之星”才艺选拔大赛决赛来了！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652599161&idx=1&sn=5f2dc049c4b6a13270ac4ad19a181e3e&chksm=8053a8aab72421bc10080b699a76c9379cc80cbb1fdbbdeaee4765380bc802d74c4629ae3a8d#rd
线下招生｜播音主持艺术专业进修班招生简章 （2023春季班）,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652599161&idx=2&sn=6efccf3f8c638eca599e679bdf6fe78a&chksm=8053a8aab72421bc46bfc791934e7a8ef287a272e12ed8f60bdb9dec95601fd26de020a7ab94#rd
中国传媒大学2023年艺术类本科招生考试校考成绩查询的通知,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598823&idx=1&sn=f4fe7a69bd9901f0ca0f43a56e2da16c&chksm=8053a9f4b72420e29ba460318711355a74e103df13cd0d5580f7fe6e2be9d0dd919a626630a7#rd
《北京普通高等学校党建和思想政治工作基本标准》检查组到中传检查工作,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598814&idx=1&sn=679621a6a88749f86cb6317df1ba7f08&chksm=8053a9cdb72420dbf1088d61309b51285f97a37bd6333d00773ddf230728841e2dc669035786#rd
中国传媒大学2023年硕士研究生招生考试考生进入复试考核基本要求,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598813&idx=1&sn=8093a89e2eaf176ddbba5ae84b21125e&chksm=8053a9ceb72420d8a75c932e2da21e02a439b9abaafd75f702ff2631b635f818d88b51fca736#rd
共话中国式现代化与国际传播｜廖祥忠书记为国传白杨班与国新硕士班讲授专题党课,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598736&idx=1&sn=448403e005857b05e996863ae70c6de0&chksm=8053aa03b7242315a7338c6aa9b79ddb5420b70b1624f98534c5bda40479681f9c88eb23bd37#rd
豆瓣评分8.2！职场情景喜剧《今日宜加油》中传校友主创团队深访,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598652&idx=1&sn=bf4469fa409bdc219cc0e0bde5a162af&chksm=8053aaafb72423b9be0b554d6eb919b3a11a7f6279e54b3d49007f836f6e4885959901185da4#rd
《现代传播》获评国家社科基金资助期刊“优秀”期刊,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598612&idx=1&sn=014532038dfa59c2464c826baef8579e&chksm=8053aa87b72423915bdb9e9d5b278c65b8d05aad405e914fd21c1ab2b493ee178c97067b935b#rd
中传悦读｜《意义的诗学：国产剧叙事的原型嬗变与话语建构》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598569&idx=1&sn=c3fd672f2171732a3c62820b0eb169f9&chksm=8053aafab72423ec3ecf1aca11be92da6a551179be7ac244f3cc39057ca6e46a6e24e64f0868#rd
行走中国｜“唐三彩”指的是哪三种色彩？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598568&idx=1&sn=caaeb561b542dd124da7fc7a040066ed&chksm=8053aafbb72423ed6bb9fc13418d6df4bcfcff47428e2f48c53a5759dc240792e7ef287ab9d1#rd
行走中国｜最纯粹的北京味儿在哪里？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598306&idx=1&sn=6a371a445a3524ed63d00b85e12743b9&chksm=8053abf1b72422e7af2a14ef62893085c8ed05ada1e5db5424533180e5eeed9368537e842055#rd
廿载年华，半夏将至｜第二十届“半夏”征片正式开启,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598187&idx=1&sn=f4bc6f80d08812e7577a1f2f4f9428a2&chksm=8053b478b7243d6efd4bc1657915815e572ea495263772d7a705123b0e64e92aa707b3d29a15#rd
@CUCers，2023届毕业生春季招聘双选会等你来！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598161&idx=1&sn=80f79192d20daaa693d41cbe47a6bc5b&chksm=8053b442b7243d5495567b25ce51f37687b1c4c6ee6b0011ee0c33baf9a18f9f2444dbd0318c#rd
中传悦读｜《金砖国家与全球传播秩序重构》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598059&idx=1&sn=6f61b9e4f8cd4cec9d7ec31afcccc5a6&chksm=8053b4f8b7243deedf73535e5ae3d865b0edfa9900b8be1252eb1101e4a7a8d4b7acc17637a6#rd
最全！一图读懂2023年《政府工作报告》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598040&idx=1&sn=e100ed52b5e76a4023ae0aec9ee13f8a&chksm=8053b4cbb7243ddd1d38265d4bc1d5ea4dd0e63f8027c44618247c8fc7296bef04bb2413bbfc#rd
AI修复再现《雷锋》经典｜中传师生党支部书记共上雷锋精神主题思政课,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652598012&idx=1&sn=495065b1f39843d0527026d8f905a09a&chksm=8053b52fb7243c3963a920ccd019d15286d79dd7e5766d050d361b03441feb39fa7d7ce24180#rd
创新实践思政 涵养家国情怀｜中传首批国家级课程思政示范课“电视节目导播”的创新探索,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652597930&idx=1&sn=e7ad2393bbfa646795a6a8efb587f153&chksm=8053b579b7243c6fef327ebb44df8fbe7b37160befd3d97a1b7ba6b46674490ca20f31f830cc#rd
中国传媒大学2023年博士学位研究生招生考试初试考生须知,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652596834&idx=1&sn=1aa003ed2146a8838dfb77305f8566b4&chksm=8053b1b1b72438a7019b75a1ccd6a55ad3881e3f83d8802d8adb628e686db5a3e2418310e3b1#rd
征集启事｜中传联合主办的“兴安岭上兴安盟”文化创意设计大赛正在进行中,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652596742&idx=1&sn=4505b1ee70828b5f945d2b54b497bd43&chksm=8053b1d5b72438c3a0bc6cf9f59f3093ad1278d8be460e6a49f0f7e06ef288c6bb8700aeb8e9#rd
点赞！中传学生作品荣获2023多伦多国际动画艺术节大奖,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652596519&idx=1&sn=b7ea5a28d374a30bc25962f47248609e&chksm=8053b2f4b7243be20ac908a3f1e4e939677ada41240dfb6eae0da182f353cb04bba758b72b89#rd
2022年度《中国虚拟数字人影响力指数报告》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652596456&idx=1&sn=d4fafe9d15426af29aefefc3cc691187&chksm=8053b33bb7243a2dec610f193d7773a00f96d30daa38d93c94d48f8d2ae766c2f89aeb796195#rd
2022年度中国传媒大学领导班子和领导人员考核述职及干部选拔任用“一报告两评议”大会热烈召开,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652596454&idx=1&sn=7afed751afb3f138bac7eadaf0e89487&chksm=8053b335b7243a23dccf40193895af2c62b6a60be38507d91a341bd5d7e831be9f5c6007e94c#rd
奋楫扬帆 矢志创新｜中国传媒大学2023年春季工作会召开,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652596357&idx=1&sn=3385219d355a6af136229d7df72dc856&chksm=8053b356b7243a40cff4008f96b95b8a06fad1f663385d62449d74589c2a5ad64f9a8c579f27#rd
全球征片｜中传主办“第十三届北京国际电影节‘短视频单元’”启动,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652596203&idx=1&sn=208c46282f18b140060cd46c249cea5e&chksm=8053bc38b724352e3642b493a14ce4ccc916857278330b8420eb9e7df80a8b705f8c2c3fe80b#rd
中国传媒大学2023年考研初试成绩公布！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652596202&idx=1&sn=840311b28ea91754eb06524ade68b9d4&chksm=8053bc39b724352f4e37286cb842f67b19079b181b493f921ba4154f1638c433903d738e4ba0#rd
直击中传艺考三试现场！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652596193&idx=1&sn=5fdcbf3908acba6724e76f300d4f13e4&chksm=8053bc32b72435241102bfd2f04c30fd266013c4ef3a9e5bb49c6d63133f80efc8897a9530c3#rd
快来查收CUCer的开学指南！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652595974&idx=1&sn=dc5a73f422a8d6c687a1725be394269e&chksm=8053bcd5b72435c3417fcacf899fa47a8901ff44a925f5a6c4e61aedd5f000711cb7e7906fa7#rd
中传艺考校园服务指南,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652595864&idx=1&sn=a5f50d3a8423190b0e4c7eb806f65c0d&chksm=8053bd4bb724345db1e1cf117e5d7c82107f4af9fb1fe6964b9d2ea854325a53a7f6e527e571#rd
@艺考生｜你有一份中传艺考三试线下考试提醒，请查收,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652595799&idx=1&sn=a0de3f80375476526d7481452ab59fe6&chksm=8053bd84b724349288f7637da912198175420deec9fe8c25e8aa42e0133c46b5c8746405872a#rd
关于开通中国传媒大学2023年硕士研究生招生报考材料提交系统的通知,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652595799&idx=2&sn=616d19d31ee4db260b5ae5e8daa99288&chksm=8053bd84b724349267937676daff4c9d7210457526306a620f28da307d750d18e93f5f81dd6f#rd
绘笔融情 妙笔生花｜中传学子的绘本故事,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652595762&idx=1&sn=194b3112d5c20dd29205feca585c477a&chksm=8053bde1b72434f72d4bf16a33ca22ffb5d1a416b5733986bec2e51a80ae6a8d6cfc91a3a9f8#rd
中传悦读｜《广播影视散论》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652594672&idx=1&sn=108d67a20e76698ddb0741948325ad87&chksm=8053ba23b7243335292ad087e18b6189be3162079bfa2a8cf3a33b09c353f9fc427c97055e19#rd
十年百变｜5G科技创新，点亮你我生活,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652594566&idx=1&sn=86cb0c88f2838940516dab70a3ee0690&chksm=8053ba55b72433433cdc4f571c452388bb8d31faa8b43eb972c0133f4ed8783b780487080de7#rd
行走中国｜红忠紫孝，带你快速看懂京剧人物性格！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652594565&idx=1&sn=d5c2949bff8f50716599bb6af7174fae&chksm=8053ba56b724334038fa4673a3365f4582352b23b94c6caf087e0aa74f915620dc6ee98f1d98#rd
中国传媒大学关于2023年硕士研究生招生提交报考材料的通知,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652594563&idx=1&sn=5fe12d31c1b150669ff7415494bc0516&chksm=8053ba50b72433467c4f221293ae2525097602e13c1e2e701f73a64dffd75edeb2b2cf823581#rd
融通中外，讲好中国故事！中传师生团队主创纪录片《镜头里的中国》全网热播中,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652594533&idx=1&sn=a19a34af9b850e4bc2c92d895eefa8dd&chksm=8053bab6b72433a09bb65e977e7dcfcf6021223761426858c442843ebe366e376e5af446e831#rd
中传悦读｜《网络信息传播动力学建模与分析》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652594441&idx=1&sn=f987cf761caccec58332610a603e2f60&chksm=8053badab72433cc8f1630075b412c32f54c3379a3678224d477431c4e59c15024f2d80d612d#rd
行走中国｜被称为“中华水塔”的三江源，究竟有多美？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652594418&idx=1&sn=3269da01a33a56c67193df3eb4472db8&chksm=8053bb21b7243237ae25f0632ae03764786589cbd25f0980a0758f0b438d06713d6c8a683ada#rd
中国传媒大学2023年艺术类本科招生三试考试须知,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652594156&idx=1&sn=428da198a5f252be66ebc9f9e044b8cc&chksm=8053843fb7240d291eecac582d8c9068cc820130d5813058783b93ac6dc8a8cd43f1adbd16d5#rd
北京市委常委、教育工委书记游钧一行到中国传媒大学调研,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652594148&idx=1&sn=51fb67324167d803f46e3164da9403bf&chksm=80538437b7240d219ca3056985d005f1ac059c1bc9b1e828f441b8068ff1de9f5e6b2cfaf79e#rd
十载携手｜中国传媒大学广告学院与博报堂生活综研（上海）生活者“动”察研究结硕果,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652593959&idx=1&sn=b2bdf2bd8bf7b4b436615c9879dd5aa2&chksm=805384f4b7240de26ddf598aead8bec38f506f189fd7276fb22b40966a511921ed51adda22dd#rd
赛事指南｜“挑战杯”全国大学生课外学术科技作品竞赛,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652593814&idx=1&sn=19b6ca26865d2edce6d6fdf86b93b339&chksm=80538545b7240c537f5789abe9c62cd0edc88dce6df9a3805337241079c4c22bd297af2b81e7#rd
十年百变｜如何让文化遗产“活”起来？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652593796&idx=1&sn=fdeb12a0e0362b7c628b99d41b6c6e86&chksm=80538557b7240c411a689978b9261df635e6884df69a839ebfd3c3680e0a0de87a94dc1c5042#rd
行走中国｜白墙黛瓦马头墙，邂逅“中国画里的乡村”,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652593751&idx=1&sn=dc0788436288a3afe1d54475e1c26e9d&chksm=80538584b7240c92bdc8693b302a134524cb3a354e48d792c998ab0f20ec6b0f4f5e886b9aa8#rd
十年百变｜一条中轴线，双奥北京城,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652593750&idx=1&sn=a8023b26ade74cffc826c1e2b7b49535&chksm=80538585b7240c93e0f93723424d8b6b6242c840133b46c038e6f55d18de649aa8fe24712503#rd
赏年俗品年味，红红火火过大年,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652593726&idx=1&sn=98bfdb45f2a86637aad90926e67f3774&chksm=805385edb7240cfbcfae6ab25d3ef443e0b27dca5afd9cd0840c868e07a646e1d8f1ab38ef44#rd
直挂云帆 且济沧海｜中国传媒大学2023新春贺词,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652593521&idx=1&sn=649732bc812df6adfa06ee43bd8cb4f1&chksm=805386a2b7240fb4912064d5759966e7ad6015fc480b6726886d8366456586011aab94190d2b#rd
限时开抢！中传兔年限定红包封面和表情包来啦,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652593508&idx=1&sn=510528a34b8acbaed16dff0a2de18f3d&chksm=805386b7b7240fa1ce3ad01cb5a4d1b8c6d4bf0d28b836845ef2f8023f90c9ead03229588f6a#rd
沉淀过往 共赴新征｜中传2022-2023秋季学期本科课程实践优秀作品展与你相约,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652593494&idx=1&sn=8912792673f333a41e669d46c98cd406&chksm=80538685b7240f93169ba4717836c4e476ef4bab9fe132eec7ec3e802da2bd335f7e709b7521#rd
家乡的烟火气｜在海滨之城感受大海的浪漫,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652592514&idx=1&sn=a6117f984bb5e1554ced823622f3dfc8&chksm=80538251b7240b47d73d377bb30dbcdd6328d3827696782cf036c7616e8fd0ae28fd91ffcec6#rd
行走中国｜年味十足的舞狮，还有高难度的竞技动作！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652592130&idx=1&sn=d405f7fa8ca9545f557cb0b356d73efc&chksm=805383d1b7240ac759863f3f1c06f010f2796b59469862ca0f4b0665a8f6b0e8e54245885c28#rd
家乡的烟火气丨重庆的烟火气是火锅味的吗？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652591841&idx=1&sn=b78f2a5649cbfee14a3f3cfec0710975&chksm=80538d32b724042407349347c23a2343dbd3d81324bc9c859c50ddec1fd089078917d436042c#rd
2023年全国教育工作会议召开：加快建设高质量教育体系 办好人民满意的教育,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652590334&idx=1&sn=8299127b9ee8fd18dce5a87613ed5c42&chksm=80538b2db724023b8d530035feb870ee547d38012b09eea50363a8209d9e68a937b3a52e36fa#rd
小年到，归家盼团圆,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652590334&idx=2&sn=9a648cd22e6a15e89b96413fd84b4f25&chksm=80538b2db724023b40015e86246ece00f355629f4663a624dccf0df2ec69b1cbb30dfbdfbf94#rd
中传新媒体研究院与新浪AI媒体研究院联合发布《中国数字藏品主流平台创新研究报告》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652590254&idx=1&sn=bf5c0ac039c624501f1438aa2fa0d349&chksm=80538b7db724026b9095b3713dc11d1874fb75b8e51ae60d444c3ece17a761d3519bff8a64f7#rd
十年百变｜火起来的这两项运动，你参加了吗？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652590228&idx=1&sn=f3a1c813c98fb46142ea51f6d0c3afae&chksm=80538b47b7240251c19c58574170ae4e680bf8d23870a7b8fd552340abd2f081e6815f48c0b1#rd
“擘雅教育基金”捐赠仪式在中国传媒大学举行,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652590226&idx=1&sn=40633f198fdf686c878b6561fd72742e&chksm=80538b41b724025781cca00ecd96d5c51c76d8859c5f7e02629b84007f8af88e2357c7a7cb33#rd
